custom_id,model,request_id,status_code,error_code,error_message,created,content,usage
7d183256,qwq-plus,08614221-4917-9ba5-8bf9-52dc0f20df54,200,,,1742924169,"[
    {""head"": ""shell"", ""relation"": ""isPartOf"", ""tail"": ""initiating explosive device""},
    {""head"": ""initiating explosives"", ""relation"": ""isPartOf"", ""tail"": ""initiating explosive device""},
    {""head"": ""relative compositions"", ""relation"": ""isPartOf"", ""tail"": ""initiating explosive device""},
    {""head"": ""cheirging technology of initiating device"", ""relation"": ""isUsedFor"", ""tail"": ""producing qualified initiating explosive device""}
]","{'completion_tokens': 2172, 'prompt_tokens': 3634, 'total_tokens': 5806}"
8a9b332d,qwq-plus,19301480-32d7-95d4-9c59-8e0e30ec8076,200,,,1742924169,"[{""head"": ""Initiating explosives and relative compositions"", ""relation"": ""isAKindOf"", ""tail"": ""energetic materials""}, {""head"": ""Initiating explosives and relative compositions"", ""relation"": ""isDependentOn"", ""tail"": ""energy converter of initiating explosive device""}, {""head"": ""Initiating explosives and relative compositions"", ""relation"": ""isUsedFor"", ""tail"": ""ignition""}, {""head"": ""Initiating explosives and relative compositions"", ""relation"": ""isUsedFor"", ""tail"": ""flame transmission""}, {""head"": ""Initiating explosives and relative compositions"", ""relation"": ""isUsedFor"", ""tail"": ""detonation""}, {""head"": ""Initiating explosives and relative compositions"", ""relation"": ""isUsedFor"", ""tail"": ""detonation transmission""}, {""head"": ""Initiating explosives and relative compositions"", ""relation"": ""isUsedFor"", ""tail"": ""delay""}, {""head"": ""Initiating explosives and relative compositions"", ""relation"": ""isUsedFor"", ""tail"": ""gas work""}, {""head"": ""Initiating explosives and relative compositions"", ""relation"": ""isUsedFor"", ""tail"": ""pyrotechnic effect""}]","{'completion_tokens': 2813, 'prompt_tokens': 3651, 'total_tokens': 6464}"
91d80891,qwq-plus,8f438953-c453-9b8e-aa57-7290c1cee01e,200,,,1742924169,"[
  {""head"": ""initiating explosives"", ""relation"": ""isTestedBy"", ""tail"": ""safety test of pyrotechnic compositions""},
  {""head"": ""relative compositions"", ""relation"": ""isTestedBy"", ""tail"": ""safety test of pyrotechnic compositions""},
  {""head"": ""safety test of pyrotechnic compositions"", ""relation"": ""isMadeOf"", ""tail"": ""test devices and methods""}
]","{'completion_tokens': 2936, 'prompt_tokens': 3634, 'total_tokens': 6570}"
526e35e2,qwq-plus,24fee424-a0a0-9041-97c3-30b7464c2dc2,200,,,1742924169,"[
  {""head"": ""internal compatibility"", ""relation"": ""isAKindOf"", ""tail"": ""compatibility""},
  {""head"": ""external compatibility"", ""relation"": ""isAKindOf"", ""tail"": ""compatibility""},
  {""head"": ""components of initiating explosives"", ""relation"": ""isPartOf"", ""tail"": ""initiating explosives""}
]","{'completion_tokens': 4088, 'prompt_tokens': 3638, 'total_tokens': 7726}"
93b743a6,qwq-plus,ea64431b-12d6-9107-bf83-0b753d2a0d7e,200,,,1742924169,"[
  {""head"": ""initiating explosives"", ""relation"": ""isTestedBy"", ""tail"": ""vacuum stability test of pyrotechnic composition""},
  {""head"": ""relative compositions"", ""relation"": ""isTestedBy"", ""tail"": ""vacuum stability test of pyrotechnic composition""}
]","{'completion_tokens': 920, 'prompt_tokens': 3575, 'total_tokens': 4495}"
2ad5a6f9,qwq-plus,0248530c-4627-9e66-b16d-94a9afbec8ae,200,,,1742924169,"[
    {""head"": ""spark source mass spectrometry"", ""relation"": ""isAKindOf"", ""tail"": ""mass spectrometry analysis method""},
    {""head"": ""high-frequency spark discharge ion source"", ""relation"": ""isPartOf"", ""tail"": ""spark source mass spectrometry""},
    {""head"": ""two closely spaced electrodes"", ""relation"": ""isPartOf"", ""tail"": ""high-frequency spark discharge ion source""}
]","{'completion_tokens': 2006, 'prompt_tokens': 3636, 'total_tokens': 5642}"
0008b27a,qwq-plus,248af3cf-5386-91ef-802f-5cb9be65f6a2,200,,,1742924169,"[
  {""head"": ""chemical rocket propellant"", ""relation"": ""isAKindOf"", ""tail"": ""rocket propellant""},
  {""head"": ""chemical rocket propellant"", ""relation"": ""isMadeOf"", ""tail"": ""oxidizer""},
  {""head"": ""chemical rocket propellant"", ""relation"": ""isMadeOf"", ""tail"": ""incendiary composition""},
  {""head"": ""chemical rocket propellant"", ""relation"": ""isMadeOf"", ""tail"": ""functional additive""},
  {""head"": ""rocket propellant"", ""relation"": ""isUsedFor"", ""tail"": ""generating thrust""}
]","{'completion_tokens': 2159, 'prompt_tokens': 3645, 'total_tokens': 5804}"
89c0ee6d,qwq-plus,0a89cac7-87cf-934e-828d-b1cd51600731,200,,,1742924169,"[
    {""head"": ""volcanic ash"", ""relation"": ""isAKindOf"", ""tail"": ""volcanic debris""},
    {""head"": ""volcanic ash"", ""relation"": ""isMadeOf"", ""tail"": ""glass chips""},
    {""head"": ""volcanic ash"", ""relation"": ""isMadeOf"", ""tail"": ""rock chips""},
    {""head"": ""volcanic ash"", ""relation"": ""isMadeOf"", ""tail"": ""crystal chips""},
    {""head"": ""volcanic ash"", ""relation"": ""isUsedFor"", ""tail"": ""cement""},
    {""head"": ""volcanic ash"", ""relation"": ""isUsedFor"", ""tail"": ""concrete""},
    {""head"": ""volcanic ash"", ""relation"": ""isUsedFor"", ""tail"": ""thermal insulation""},
    {""head"": ""volcanic ash"", ""relation"": ""isUsedFor"", ""tail"": ""sound insulation""},
    {""head"": ""volcanic ash"", ""relation"": ""isUsedFor"", ""tail"": ""abrasive""},
    {""head"": ""volcanic ash"", ""relation"": ""isUsedFor"", ""tail"": ""filler""},
    {""entity"": ""volcanic ash"", ""attribute"": ""density"", ""value"": ""small""}
]","{'completion_tokens': 3020, 'prompt_tokens': 3694, 'total_tokens': 6714}"
ac3644e6,qwq-plus,ebca817b-5ba6-90c2-ace0-9f6ffb91daae,200,,,1742924169,"[
  {""head"": ""pozzolanic addition"", ""relation"": ""isAKindOf"", ""tail"": ""volcanic ash materials""},
  {""head"": ""pozzolanic addition"", ""relation"": ""isMadeOf"", ""tail"": ""silica""},
  {""head"": ""pozzolanic addition"", ""relation"": ""isMadeOf"", ""tail"": ""alumina""},
  {""head"": ""pozzolanic addition"", ""relation"": ""isPartOf"", ""tail"": ""cement""},
  {""head"": ""pozzolanic addition"", ""relation"": ""isComplementaryTo"", ""tail"": ""cement clinker""}
]","{'completion_tokens': 3490, 'prompt_tokens': 3619, 'total_tokens': 7109}"
511198c4,qwq-plus,9fa55cd4-74ef-9f8c-a9e4-0b051d5f619d,200,,,1742924169,"[
    {""head"": ""volcanic agglomerate"", ""relation"": ""isAKindOf"", ""tail"": ""volcanic rock""},
    {""head"": ""volcanic agglomerate"", ""relation"": ""isMadeOf"", ""tail"": ""volcanic rock blocks""},
    {""head"": ""volcanic agglomerate"", ""relation"": ""isMadeOf"", ""tail"": ""other rock fragments""},
    {""head"": ""volcanic agglomerate"", ""relation"": ""isMadeOf"", ""tail"": ""fine debris""},
    {""head"": ""volcanic agglomerate"", ""relation"": ""isMadeOf"", ""tail"": ""volcanic ash""},
    {""entity"": ""volcanic agglomerate"", ""attribute"": ""shape"", ""value"": ""irregular shape""}
]","{'completion_tokens': 2148, 'prompt_tokens': 3633, 'total_tokens': 5781}"
